id,heights,width,depth,texture,texture,texture,texture,texture,texture
34,1,1,17,Current/textures/walls/generic.jpeg,Current/textures2/223E.jpg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
35,1,6,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/204N.jpeg,Current/textures/walls/generic.jpeg
36,1,11,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/hall36.jpeg,Current/textures/walls/generic.jpeg
37,1,1,6,Current/textures2/224W.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
38,1,8,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/224N.jpeg,Current/textures/walls/generic.jpeg
39,1,7,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/hall39.jpeg,Current/textures2/224S.jpeg
40,1,1,7,Current/textures2/223W1.jpeg,Current/textures2/224E.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
41,1,4,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/223N.jpeg,Current/textures/walls/generic.jpeg
42,1,1,9,Current/textures/walls/generic.jpeg,Current/textures2/204E.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/hall/door.jpeg
43,1,1,9,Current/textures2/204W.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
44,1,1,14,Current/textures/walls/generic.jpeg,Current/textures2/hall44.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
45,1,11,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/hall45.jpeg
46,1,7,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/221N.jpeg,Current/textures2/hall46.jpeg
47,1,1,7,Current/textures2/223W2.jpeg,Current/textures2/221E.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
48,1,1,8,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
49,1,1,6,Current/textures2/221W.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
50,1,8,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/221S.jpeg
51,1,4,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/223S.jpeg
52,1,1,9,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
53,1,1,9,Current/textures2/hall53.jpeg,Current/textures/walls/500E.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/hall/door.jpeg
54,1,6,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/206N.jpeg,Current/textures2/205S.jpeg
55,1,6,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/205N.jpeg,Current/textures2/204S.jpeg
56,1,1,9,Current/textures2/206W.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
57,1,1,9,Current/textures2/hall57.jpeg,Current/textures2/206E.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/hall/door.jpeg
58,1,6,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/207N.jpeg,Current/textures2/207S.jpeg
59,1,4,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
60,1,1,6,Current/textures2/br.jpeg,Current/textures2/hall60.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
61,1,1,7,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
62,1,1,3,Current/textures/walls/generic.jpeg,Current/textures2/hall62.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
63,1,4,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
64,1,1,10,Current/textures2/207W.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
65,1,1,11,Current/textures2/hall65.jpeg,Current/textures2/207E.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/hall/door.jpeg
66,1,6,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/207S.jpeg
67,1,6,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/StairWall2A.jpeg,Current/textures/walls/generic.jpeg
68,1,1,7,Current/textures/walls/generic.jpeg,Current/textures2/hall68.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
69,1,11,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
70,1,8,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
71,1,8,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/LRN.jpeg,Current/textures/walls/generic.jpeg
72,1,7,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/hall72.jpeg,Current/textures2/S.jpeg
73,1,6,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/hall73.jpeg,Current/textures2/S.jpeg
74,1,1,5,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
75,1,1,5,Current/textures2/LRW.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
76,1,7,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/LRS.jpeg
77,1,1,5,Current/textures/walls/generic.jpeg,Current/textures2/LRE.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
78,1,1,5,Current/textures4/stairs.jpeg,Current/textures4/stairs.jpeg,Current/textures4/stairs.jpeg,Current/textures4/stairs.jpeg,Current/textures4/stairs.jpeg,Current/textures4/stairs.jpeg
79,1,1,4,Current/textures4/stairs.jpeg,Current/textures4/stairs.jpeg,Current/textures4/stairs.jpeg,Current/textures4/stairs.jpeg,Current/textures4/stairs.jpeg,Current/textures4/stairs.jpeg
80,1,5,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/StairWall2B.jpeg
81,1,10,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/hall81.jpeg
82,1,1,7,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
83,1,27,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
84,1,8,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/hall84.jpeg
85,1,7,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/hall85.jpeg
86,1,1,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
87,1,1,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
88,1,1,7,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
99,0,1,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/floors/classroomS.jpg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
100,0,1,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/floors/hallfloorsmall.jpg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg
104,0,1,1,Current/textures/floors/brtile.jpeg,Current/textures/floors/brtile.jpeg,Current/textures/floors/brtile.jpeg,Current/textures/floors/brtile.jpeg,Current/textures/floors/brtile.jpeg,Current/textures/floors/brtile.jpeg
105,1,1,1,Current/textures/hall/door.jpeg,Current/textures/hall/door.jpeg,Current/textures/hall/door.jpeg,Current/textures/hall/door.jpeg,Current/textures/hall/door.jpeg,Current/textures/hall/door.jpeg
106,1,7,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/StairWall2B.jpeg
107,1,5,1,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures/walls/generic.jpeg,Current/textures2/StairWall2A.jpeg,Current/textures/walls/generic.jpeg
114,1,1,1,Current/textures/hall/door.jpeg,Current/textures/hall/door.jpeg,Current/textures/hall/door.jpeg,Current/textures/hall/door.jpeg,Current/textures/hall/door.jpeg,Current/textures/hall/door.jpeg
115,1,1,1,Current/textures4/brDoor.jpeg,Current/textures4/brDoor.jpeg,Current/textures4/brDoor.jpeg,Current/textures4/brDoor.jpeg,Current/textures4/brDoor.jpeg,Current/textures4/brDoor.jpeg
